"Variables ->","obs_dl_cpi","obs_i","obs_l_y","l_y_gap","l_y","l_y_tnd","dl_y_tnd","dl_y","dl_cpi","e1_dl_cpi","d4l_cpi","e1_d4l_cpi","e3_d4l_cpi","target","i","r","r_gap","r_tnd","shock_l_y_gap","shock_dl_cpi","shock_i","shock_dl_y_tnd","shock_r_tnd","shock_target","ss_r_tnd","ss_dl_y_tnd","ss_target","c1_dl_cpi","c2_dl_cpi","c1_l_y_gap","c2_l_y_gap","c1_i","c2_i","c3_i","c1_dl_y_tnd","c1_r_tnd","c1_target","ttrend","std_shock_l_y_gap","std_shock_dl_cpi","std_shock_i","std_shock_dl_y_tnd","std_shock_r_tnd","std_shock_target"
"2014Q2",2.118694458709797,0.09333329999999999,973.3180076785339,0.2551830506253616,973.3180076785342,973.0628246279088,2.19520412170813,5.103815531116418,2.118694458709799,2.228691384504931,2.058999970295984,2.076786751151052,2.273834816889202,2.391511369971591,0.09333330000000017,-1.983453451151113,-2.52951413699342,0.5460606858423166,0.2854135179622582,-0.3010891916786732,-0.5994722812720775,0.05447546360067856,0.03939663043008119,-0.0556512193570893,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-23,NaN,NaN,NaN,NaN,NaN,NaN
"2014Q3",1.022029266141999,0.09,974.4762358890149,0.8588816619570604,974.4762358890148,973.6173542270578,2.218118396595759,4.632912841923206,1.022029266141998,1.227394338860162,1.77512122156031,1.712884654677671,1.304848403689403,2.325363399482836,0.09000000000000054,-1.622884654677733,-2.212891598027052,0.5900069433493287,0.4844826717794472,-0.8705983168161888,0.1626360190622284,0.04243468705844267,0.04855232609124355,-0.07699683349159513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-22,NaN,NaN,NaN,NaN,NaN,NaN
"2014Q4",-0.9950114047924217,0.1,974.9242243231641,0.7502695039494681,974.9242243231641,974.1739548192146,2.226402368625973,1.791953736596248,-0.9950114047924159,-0.7709584039897499,1.15728321876452,0.3436884790174162,-0.6450558466401164,2.261562037054164,0.1000000000000027,-0.243688479017476,-0.8723583022458921,0.628669823228426,0.1477046765509496,-1.464521936783305,1.834475945563051,0.03009581168978964,0.04766357421403021,-0.08126502248038797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-21,NaN,NaN,NaN,NaN,NaN,NaN
"2015Q1",-2.597540062080952,0.11,975.7342483786737,1.002931288263071,975.7342483786739,974.7313170904104,2.229449084782838,3.240096222037891,-2.597540062080949,-2.320919382735286,-0.1129569355053918,-1.222860395866655,-2.152907167693107,2.241973297483958,0.1100000000000043,1.332860395866591,0.6876893604101657,0.645171035456434,0.6215385219347127,-1.238753993834889,3.133661041588193,0.02568695301946228,0.02936819455085048,-0.0434325358647895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20,NaN,NaN,NaN,NaN,NaN,NaN
"2015Q2",2.718535177473768,0.123333,976.31257427765,1.026190522055643,976.3125742776498,975.2863837555942,2.220266660735035,2.313303595905974,2.718535177473769,2.885583637343285,0.03700324418559853,0.5028918369859272,2.918407083499285,2.299254623089215,0.1233329999999998,-0.3795588369859914,-0.9989986872642338,0.61943985027825,0.3245318803716819,3.29436289255062,-1.256253784252128,0.01376248443048075,-0.01121408163254068,0.03147865535365334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-19,NaN,NaN,NaN,NaN,NaN,NaN
"2015Q3",1.507957516060742,0.136667,976.6354252252142,0.7979849965357715,976.6354252252141,975.8374402286786,2.204225892336874,1.291403790258041,1.50795751606074,1.698215847723934,0.1584853066652853,0.8317921197943801,1.762343011905613,2.321664910141475,0.1366669999999986,-0.6951251197944428,-1.30210823353037,0.6069831137359372,0.05205985994965559,-0.9332643956542171,-0.2185377199264301,0.005985897675342422,-0.0005127515144880315,0.002335749361182793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-18,NaN,NaN,NaN,NaN,NaN,NaN
"2015Q4",-0.03027168841799721,0.16,976.7815527534941,0.3972507587293502,976.7815527534941,976.3843019947645,2.187447064344251,0.5845101131192274,-0.03027168841799795,0.1327080502418789,0.3996702357588893,1.082232263839604,0.2318625415590116,2.336756278270739,0.159999999999999,-0.9222322638396676,-1.520280796185165,0.5980485323455073,-0.2335683188103202,-1.096616967315126,1.155649298000406,0.003643761241065183,0.001763729983163764,-0.002742140856588436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-17,NaN,NaN,NaN,NaN,NaN,NaN
"2016Q1",-0.2484264883973992,0.36,977.3690037449436,0.4409227007094725,977.3690037449438,976.9280810442341,2.175116197877304,2.349803965798443,-0.2484264883974,-0.08774085203544801,0.9869486291797764,0.285379621802482,0.01542917752134465,2.379618576524512,0.3600000000000014,0.07462037819745526,-0.5037240097366216,0.5783443879340857,0.1521998444985085,-0.2421328627842972,1.558151915495324,0.006413839967477566,-0.009899291176870792,0.02653792608084753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-16,NaN,NaN,NaN,NaN,NaN,NaN
"2016Q2",3.186408616133576,0.373333,977.6709362762499,0.2031881747658604,977.6709362762498,977.4677481014838,2.158668228998392,1.207730125224596,3.186408616133575,3.249328530603619,1.10391698884473,1.539259742480457,3.264047399052254,2.460718140155936,0.3733329999999996,-1.165926742480518,-1.705012846078693,0.5390861035981832,-0.2318667302673853,2.19030203040398,-1.354610866842014,0.001063650908818763,-0.03142384554249406,0.06906142128387568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-15,NaN,NaN,NaN,NaN,NaN,NaN
"2016Q3",1.69430481012796,0.396667,978.270252164766,0.2669591513341379,978.2702521647662,978.0032930134317,2.142179647790714,2.397263554064493,1.694304810127959,1.813520960249673,1.150503812361534,1.611451974528457,1.869335715654783,2.506536046209324,0.3966669999999997,-1.214784974528521,-1.733428646315936,0.518643671787425,-0.02829661815665961,-1.038289041579719,-0.0887513690473767,-0.0006217583078386478,-0.01653382145093994,0.04188972006898118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-14,NaN,NaN,NaN,NaN,NaN,NaN
"2016Q4",2.531105111394936,0.45,978.7659105426385,0.2323103393930636,978.7659105426383,978.5336002032452,2.121228759252417,1.98263351148878,2.531105111394939,2.621182365926169,1.790848012314766,2.508250225895665,2.655101915552592,2.550411616178882,0.4500000000000003,-2.058250225895728,-2.558151114543069,0.4999008886473503,-0.1836802628614161,0.4891621227982462,-0.707490146643439,-0.006732923759225523,-0.01687841596133234,0.04452917459049061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-13,NaN,NaN,NaN,NaN,NaN,NaN
"2017Q1",2.805103682038862,0.7,979.2367314812579,0.1785497416307826,979.2367314812581,979.0581817396271,2.098326145526988,1.883283754478526,2.805103682038864,2.881799372098589,2.554230554923832,2.478078243915094,2.906152746313179,2.576800871719147,0.6999999999999986,-1.778078243915156,-2.269499642991715,0.4914213990765681,-0.187786426303915,0.1334006052345171,-0.6972022015095343,-0.01077973780018691,-0.008489400706047232,0.03143041715815326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-12,NaN,NaN,NaN,NaN,NaN,NaN
"2017Q2",0.4612413037816623,0.95,979.7949354427043,0.2186511316885147,979.7949354427046,979.5762843110159,2.072410285554409,2.232815845785992,0.461241303781661,0.5848998565062447,1.872938726835853,1.595587488430433,0.6669695710386905,2.586338736913816,0.9499999999999994,-0.6455874884304965,-1.138660770634206,0.4930732822037193,-0.002344790353064566,-1.588656152489693,1.329128737069078,-0.01608324541988081,0.0007940230348079782,0.01721795236658452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-11,NaN,NaN,NaN,NaN,NaN,NaN
"2017Q3",1.907618341108446,1.15333,980.511511881461,0.4252256459642097,980.5115118814609,980.086286235497,2.040007697922845,2.866305755026282,1.907618341108445,2.012627556230693,1.926267109580976,1.796647720789923,2.057432343674217,2.630916016276782,1.153329999999999,-0.6433177207899854,-1.121945710199115,0.4786279894091377,0.1818403959314993,0.8608692843731471,0.1546115709565989,-0.02516155907612205,-0.01513796457420983,0.05321115305434776,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-10,NaN,NaN,NaN,NaN,NaN,NaN
"2017Q4",3.169532060402162,1.20333,981.4475174879331,0.8619249013863219,981.4475174879331,980.5855925865468,1.997225404198889,3.744022425887992,3.169532060402163,3.312827366128903,2.085873846832782,2.2128047678553,3.33089061613284,2.680662508423326,1.203329999999999,-1.009474767855361,-1.469746830252715,0.4602720623973628,0.4598148307828335,0.6838980703978712,-1.037398859485711,-0.03878152393167207,-0.02049312807086128,0.06283809377422248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-9,NaN,NaN,NaN,NaN,NaN,NaN
"2018Q1",3.248404200221557,1.44667,982.2074765065086,1.136739173543957,982.2074765065082,981.0707373329645,1.940578985669039,3.039836074300247,3.248404200221558,3.426318391044395,2.196698976378456,2.937968248194145,3.44323480277174,2.705908204282923,1.446670000000001,-1.491298248194206,-1.941180781233207,0.4498825330390101,0.4254661545891551,-0.124676993259832,-0.9183544373468528,-0.05692387810996117,-0.01436232311861648,0.04331194670193022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8,NaN,NaN,NaN,NaN,NaN,NaN
"2018Q2",2.282968126962714,1.73667,983.0379295884912,1.498385787739472,983.0379295884912,981.5395438007516,1.875225871149699,3.321812327932421,2.282968126962711,2.519199423587539,2.652130682173716,2.805025952793497,2.56093485063472,2.710139115767473,1.736669999999999,-1.068355952793558,-1.514671406031909,0.4463154532383597,0.6648751430102186,-0.8600529802109392,-0.04435205495384369,-0.07129521595243628,-0.008578826496749426,0.02482173191284257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7,NaN,NaN,NaN,NaN,NaN,NaN
"2018Q3",1.734432718685639,1.92333,983.5187244742997,1.528536043429326,983.5187244742997,981.9901884308704,1.802578520473743,1.923179543233817,1.734432718685637,1.975538797954203,2.608834276568015,2.310335960956034,2.029006531022225,2.715724735980824,1.923329999999998,-0.3870059609560976,-0.8237617274419089,0.4367557664858201,0.5471283980417623,-0.5937887474670829,0.3953724026363197,-0.085124763560986,-0.01492814142870379,0.02659953179009936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6,NaN,NaN,NaN,NaN,NaN,NaN
"2018Q4",1.458457880254628,2.22,983.7416177177571,1.318904378030663,983.7416177177572,982.4227133397262,1.730099635423795,0.8915729738297952,1.458457880254629,1.668200497104662,2.181065731531132,1.786014805751917,1.723173590389327,2.733831801509662,2.219999999999999,0.4339851942480213,0.01723460618571127,0.4167505880623197,0.4035062125919467,-0.3846839986807885,0.8412102278864746,-0.0922210330025738,-0.02632960177491849,0.03967953912692083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5,NaN,NaN,NaN,NaN,NaN,NaN
"2019Q1",0.9528657661471698,2.40333,984.3376283306703,1.499002896713113,984.3376283306703,982.8386254339572,1.663648376921974,2.38404245165243,0.9528657661471709,1.190120668254149,1.607181123012536,1.333969258335403,1.25837344009127,2.775936110986813,2.403330000000001,1.069360741664533,0.6874605278277119,0.3819002138368303,0.7764063226777947,-0.5615743795786563,1.239263183409799,-0.09344129495944171,-0.04317531541925756,0.06548748962811698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4,NaN,NaN,NaN,NaN,NaN,NaN
"2019Q2",3.130851316851476,2.39667,985.1274256129104,1.888809172030379,985.1274256129104,983.2386164408799,1.599964027689572,3.159189128959289,3.130851316851481,3.373449894829264,1.819151920484728,2.228906214520642,3.391406588753799,2.852616705830458,2.396670000000002,0.1677637854793005,-0.1558069940669692,0.3235707795462776,0.9738267345961209,1.141900188462488,-0.7185357482029202,-0.09731951154020449,-0.07013941290686967,0.1042742059423266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-3,NaN,NaN,NaN,NaN,NaN,NaN
"2019Q3",1.473292405898974,2.19,985.8105855437454,2.186707869701233,985.8105855437457,983.6238776740445,1.541044932657563,2.732639723341653,1.473292405898976,1.804033707829054,1.75386684228806,1.840260799181674,1.872062557343576,2.914655291638343,2.190000000000002,0.3497392008182608,0.08670488424012551,0.2630343165781449,1.06209285490733,-1.411843534764832,0.4556760437112062,-0.09892269226305238,-0.0781793850135051,0.09730025639093146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2,NaN,NaN,NaN,NaN,NaN,NaN
"2019Q4",2.428493008719215,1.64333,986.2785863278905,2.28117365769602,986.2785863278906,983.9974126701944,1.494139984599936,1.872003136579745,2.428493008719215,2.758209671902912,1.996375624404207,2.447711600843152,2.81038600761244,2.993102300381739,1.643330000000001,-0.8043816008432078,-0.9891873983183161,0.1848057974751171,0.8702301960437577,0.2773621939492072,-0.6907996097335316,-0.0928004547918706,-0.1019250874452134,0.1199125379072299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,NaN,NaN,NaN,NaN,NaN,NaN
"2020Q1",1.289948897769136,1.26,984.9664323719494,0.601227365049989,984.9664323719494,984.3652050068993,1.471169346818121,-5.248615823765327,1.289948897769136,1.443575598311891,2.080646407309698,1.658827477674809,1.514780181775659,3.059374979186327,1.259999999999996,-0.398827477674877,-0.5023843155095298,0.1035568378346609,-0.817715261118262,-0.8539457538125662,0.5732593093527748,-0.07355663932182105,-0.1127683798929445,0.1155829088427635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN
"2020Q2",-3.416737653370092,0.06,975.6042961546782,-9.13680577344385,975.6042961546782,984.7411019281221,1.503587684891041,-37.44854486908364,-3.416737653370091,-4.383923693743336,0.4437491647543073,-1.020554860156265,-4.271576188833241,3.146660502081866,0.0600000000000032,1.080554860156193,1.062091426984827,0.01846343317138094,-9.391333049775048,-1.807150566765533,5.043096265073445,-0.02046472724526837,-0.1247377208798137,0.1432230208141717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
"2020Q3",4.682497151244661,0.09333329999999999,982.8805708056869,-2.285714046794538,982.8805708056869,985.1662848524812,1.700731697437033,29.1050986040349,4.682497151244656,4.407029428887006,1.246050351090729,1.740684456132685,4.382862665215628,3.370182445761807,0.09333329999999923,-1.647351156132749,-1.599523749449207,-0.04782740668353638,3.036417042327164,5.589487730504165,-1.611207800621856,0.1475027810350959,-0.1144444965377793,0.2881879938881295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
"2020Q4",2.216092026070783,0.09,983.9896742178796,-1.627703846348837,983.9896742178798,985.6173780642284,1.804372846987427,4.43641364877088,2.216092026070783,2.120650858301302,1.192950105428622,1.400625595561668,2.174297048612857,3.561007477638241,0.08999999999999916,-1.310625595561733,-1.181660131623828,-0.128965463937895,-0.374441431434187,-1.406988538008873,0.416053743130784,0.07371431929409651,-0.1359207979227121,0.2778432764526144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN
"2021Q1",4.036110777845806,0.08,985.5119186897188,-0.5774583110054007,985.5119186897186,986.089377000724,1.887995745981457,6.088977887355889,4.036110777845806,4.030624651320268,1.879490575447787,3.741331151620383,4.05258302309,3.774522753049253,0.08000000000000243,-3.661331151620444,-3.442761344948857,-0.2185698066715788,0.05488786230933139,1.24267816403819,-1.105354515104992,0.06406018369277268,-0.1525008891274733,0.3196160231748373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN
"2021Q2",7.869221230713265,0.07000000000000001,987.1393504272538,0.5640600731109469,987.1393504272536,986.5752903541428,1.943653413673019,6.509726950139084,7.869221230713268,7.947883084566679,4.700980296468624,5.517326779799136,7.888903063532407,3.973870893913405,0.0699999999999984,-5.447326779799197,-5.144020111801926,-0.303306667997263,0.3961330485343127,2.40758413820401,-4.347395706723489,0.04445724228970848,-0.1565938419928421,0.3268004161690777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN
"2021Q3",6.499951425470499,0.09,987.7086748066381,0.6412074598029441,987.708674806638,987.0674673468351,1.968707970768244,2.277297517536935,6.499951425470498,6.637813570636238,5.155343865025082,6.260774251166453,6.618644002719089,4.07872549985478,0.09000000000000224,-6.170774251166513,-5.82306138377324,-0.3477128673932642,-0.2795347224406243,-1.002397870196155,-3.133712034616773,0.01941989846252662,-0.1247368661957274,0.2522416953327157,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,NaN,NaN,NaN
"2021Q4",7.614765261986577,0.08,989.3754843001723,1.812648047859347,989.3754843001725,987.5628362523129,1.981475621909949,6.667237974136205,7.614765261986568,7.873768762333189,6.505012174004023,7.46442667012588,7.838262293115132,4.121864275349989,0.07999999999999402,-7.384426670125945,-7.023936425699546,-0.3604902444263917,0.7255299294079385,0.4527129638281336,-4.225007974471938,0.009638448218528758,-0.09754866377245393,0.2010113254806871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,NaN,NaN,NaN
"2022Q1",8.801921460894391,0.12,988.9790068866695,0.9232533841291274,988.9790068866695,988.0557535025406,1.971669000908113,-1.585909654012106,8.801921460894397,8.928185636044667,7.696464844766171,7.961205946099034,8.852386382441868,4.075676288284617,0.1199999999999992,-7.841205946099091,-7.503411499238567,-0.3377944468605117,-0.9146765945100254,0.6351337295745191,-5.077173127346898,-0.01165905881084104,-0.06335322687675929,0.1159984404696258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,NaN,NaN,NaN